"text","postUrl","replies/0/id","replies/0/likesCount","replies/0/owner/fbid_v2","replies/0/owner/full_name","replies/0/owner/has_onboarded_to_text_post_app","replies/0/owner/id","replies/0/owner/is_mentionable","replies/0/owner/is_private","replies/0/owner/is_verified","replies/0/owner/latest_reel_media","replies/0/owner/profile_pic_id","replies/0/owner/profile_pic_url","replies/0/owner/username","replies/0/ownerProfilePicUrl","replies/0/ownerUsername","replies/0/repliesCount","replies/0/text","replies/0/timestamp"
"Best Raecca memang ❤️❤️❤️🙌😍","https://www.instagram.com/p/DSE8uBPEoaX/",,,,,,,,,,,,,,,,,,
"Raecca! Brand aku asal Bandung 🥺🩷","https://www.instagram.com/p/DSE8uBPEoaX/",,,,,,,,,,,,,,,,,,
"Kalo ditotal Paragon jadi pemimpin pasar ya karena ada 3 brand masuk top 5","https://www.instagram.com/p/DP55dngEnkb/",,,,,,,,,,,,,,,,,,
"kereennn @yoana.joana","https://www.instagram.com/p/DP55dngEnkb/",,,,,,,,,,,,,,,,,,
"Masyaallah sukses terus Noera❤️❤️","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Noeraaaa bestttt","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"@noerabeautycare by @kismissreisha @bryanmulyawan JAYA JAYA JAYA 🔥🔥🔥","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"bestt bgtt noeraaa❤❤❤","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Masyalaah kereeen bgt emg 🔥🔥","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Masya’alloh noera❤️❤️❤️❤️","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Masyaallah @noerabeautycare emang best banget😍❤️","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"@noerabeautycare @noerabeautybeestie brand kesayangan aku dri tahun 2019 ❤️noera emang gacorr banget sih🔥🔥🔥🔥","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Selamat noera..makin sukses..semoga terus menjadi produk incaran semua kalangan❤️❤️😍","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Woowwww keren banget , sukses terus noera jaya dan makin terkenal lagi aamiin❤️😍","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Brand mana min yg asal US?","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Ihhhh keren bgt Noera ❤️❤️❤️❤️❤️😍😍😍😍","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Wihh menyala brand kesayangan akuu❤️","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Noera selalu di hati ❤️","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"noera emang the best sih ❤️❤️ kualitas ngga kaleng2","https://www.instagram.com/p/DQlqkUcEuU-/",,,,,,,,,,,,,,,,,,
"Saniye dari brand abal² jadi masuk top 5 pemimpin pasar. Ini pake strategi apa ya?","https://www.instagram.com/p/DQd9cQfEj-P/",,,,,,,,,,,,,,,,,,
"❤️❤️❤️🔥","https://www.instagram.com/p/DQBmSlWkquc/",,,,,,,,,,,,,,,,,,
"Paragon mah menyala 🔥🔥🔥🔥❤️❤️","https://www.instagram.com/p/DQBmSlWkquc/",,,,,,,,,,,,,,,,,,
"Keren bangt wardah❤️","https://www.instagram.com/p/DQBmSlWkquc/",,,,,,,,,,,,,,,,,,
"keren local on the top 😍😍😍🔥🔥🔥","https://www.instagram.com/p/DQBmSlWkquc/",,,,,,,,,,,,,,,,,,
"Semoga tetap jaya.barokallah","https://www.instagram.com/p/DQBmSlWkquc/",,,,,,,,,,,,,,,,,,
"Omg kan lokal?","https://www.instagram.com/p/DQBmSlWkquc/",,,,,,,,,,,,,,,,,,
"🔥🔥🔥🔥🔥🔥","https://www.instagram.com/p/DN5J5C7kiGm/",,,,,,,,,,,,,,,,,,
"@provusofficial  @kevinlevroneindonesia @musclefirstofficial 🔥🔥🔥","https://www.instagram.com/p/DQL6kXuEu-1/",,,,,,,,,,,,,,,,,,
"Sea makeup bukan lokal kan?","https://www.instagram.com/p/DNDEh0Fy-Ao/",,,,,,,,,,,,,,,,,,
"@officialhanasui 😍❤️","https://www.instagram.com/p/DQWO5s-krIO/",,,,,,,,,,,,,,,,,,
"@officialhanasui 😍","https://www.instagram.com/p/DQWO5s-krIO/",,,,,,,,,,,,,,,,,,
"Wajar si kahf no 1, produknya oke banget soalnya","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Masya Allah @kahfeveryday produk fav suamiku, papaku, adik iparku 🙌😍","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"👏 teman perjalanan terbaik @kahfeveryday @kahfbrotherhood","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Bismillah @kahfeveryday jalan yang kupilih...❤️❤️","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Best sih @msglowbeauty ,dikenalin besti berakhir jadi langganan❤️","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Andalan dari dulu @msglowformen  ga ada yang lain","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"@rch.nurhida","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Kahf memang juara @kahfeveryday","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Kahf gada duanya, dari awal launching sampai sekarang gapernah ke lain hati❤️","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Kahf emang sebagus itu 🔥","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Semua produk kahf suami mau, kayaknya bikin helm motor merek kahf aja mau dah 😂","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Pengguna setia @msglowbeauty","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Sudah kelihatan hasilnya—glow, bersih, dan keren!
🔥The best @msglowformen","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"👏👏 keren @msglowformen aq jg pake produknya emng sebagus itu sih buat kulit pria Indonesia ataupun Asia","https://www.instagram.com/p/DMznwL3yFxw/",,,,,,,,,,,,,,,,,,
"Skincare Routine KAHF emang Best! 👏👏","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"MasyaAllah @kahfeveryday berkah ❤️","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"Menyala teruuss 🔥🔥 @kahfeveryday 👏","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"🔥🔥","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"@kahfeveryday 🔥🙌","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"MasyAllah BerKahf terus local on the top 😍😍😍🔥🔥🔥","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"Warbiasah @sombong.id @sultanankrj","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"Emang terbaik Kahf","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"Uhuy @vito.xavier","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"KAHFFFF❤️","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"Kahf memang keren👏","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"Keren bgt market share @kahfeveryday jauh diatas kempetitornya. Insya Allah susah disalip nih kalau Kahf terus berinovasi di kualitas, marketing dan service","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"@bromen.official uhuyy tetep jadi andalankuuu","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"Menyala @kahfeveryday","https://www.instagram.com/p/DP3R9K3krRg/",,,,,,,,,,,,,,,,,,
"Mantapss Mowell ❤️","https://www.instagram.com/p/DT2ZHVcEksl/",,,,,,,,,,,,,,,,,,
"@moell.id 😍😍😍 besttt bngt bodylotion nyaa😍😍","https://www.instagram.com/p/DT2ZHVcEksl/",,,,,,,,,,,,,,,,,,
"Wah ada brand lotionnya anakku 💜💜 Lotion @expertcare.id salah satu yang bantu permasalahan kulit anakku sampai sekarang masih setia pakai 💜","https://www.instagram.com/p/DT2ZHVcEksl/",,,,,,,,,,,,,,,,,,
"Aku udh pakai face mist dri @camille.beauty  3 tahun rutin gak pernah putus❤️❤️❤️ bangga bangett sukses selalu mamiyaaa @nadshavv ❤️🔥","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"aku juga pke face spary tiy nihh udh dri tahun 2024, soalnya cocok dan hasilnya bagus di aku🥰","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"menyalaaa camille🔥😍 @camille.beauty @nadshavv @rifqimubarakkk","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"Whaaaaa hebat banget @camille.beauty selamat untuk kakkaku @nadshavv 💖🥰","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"GO CAMILLE GOOOOO CAMILLE🔥🔥🔥","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"MASYAALLAH GO CAMILLE GO CAMILLE GO🔥💖 GAK HERAN SIH CAMILLE NOMOR SATU, SOALNYA BRAND NYA AJA SEBAGUS ITU WOIII YG KULIT SENSITIF AJA COCOK!!!!! DITAMBAH OWNER-NYA SUKA BERBAGI😍😍🔥KU SUMPAHIN @camille.beauty MAKIN SUKSES,LANCAR DUNIA AKHIRAT🔥🔥🔥","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"Selamat mamiya semoga makin sukses karir nya menyalaaaaaa mamiya❤️❤️❤️❤️ @nadshavv","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"bangga bgt camille gueeee @camille.beauty @nadshavv","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"congratulations @camille.beauty @nadshavv","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"wii bangga bgt gue sbg pengguna camille🥰","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"I'm proud of you @camille.beauty @nadshavv 🔥❤️","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"@camille.beauty @nadshavv gacorrtt🔥😍","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"ih keren bngt tiy masup 10 besarrr congratsss😍😍","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"Camille emang gacor dan bagus bgt congrast mamiya, team @camille.beauty @nadshavv bangga bgt aku sebagai pengguna Camille 😍😍😍😍🔥❤️","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"Proud @nadshavv @camille.beauty camille memimpin tag dulu teamnya @karinameidy @den.kusumaa @ferdhyprataa @rismamel_ 🔥❤️","https://www.instagram.com/p/DQtZY-5Etyn/",,,,,,,,,,,,,,,,,,
"Saniye no 3 tp takut cobain productnya🙌","https://www.instagram.com/p/DTuldT9EsIA/",,,,,,,,,,,,,,,,,,
"Trnyta saniye product best jg yaa","https://www.instagram.com/p/DTuldT9EsIA/",,,,,,,,,,,,,,,,,,
"Yuu mulai skrg support brand local","https://www.instagram.com/p/DTuldT9EsIA/",,,,,,,,,,,,,,,,,,
