"text","postUrl","replies/0/id","replies/0/likesCount","replies/0/owner/fbid_v2","replies/0/owner/full_name","replies/0/owner/has_onboarded_to_text_post_app","replies/0/owner/id","replies/0/owner/is_mentionable","replies/0/owner/is_private","replies/0/owner/is_verified","replies/0/owner/latest_reel_media","replies/0/owner/profile_pic_id","replies/0/owner/profile_pic_url","replies/0/owner/username","replies/0/ownerProfilePicUrl","replies/0/ownerUsername","replies/0/repliesCount","replies/0/text","replies/0/timestamp"
"😍😍","https://www.instagram.com/p/DCq4GwdTlow/",,,,,,,,,,,,,,,,,,
"✅️✅️✅️ saya adalah 2 dari 3 itu 🤔","https://www.instagram.com/p/DCq4GwdTlow/",,,,,,,,,,,,,,,,,,
"😍😍😍","https://www.instagram.com/p/DCq4GwdTlow/",,,,,,,,,,,,,,,,,,
"🙌","https://www.instagram.com/p/DCq4GwdTlow/",,,,,,,,,,,,,,,,,,
"Nah ni yang punya mobil 😂","https://www.instagram.com/p/DCG08UuTOzJ/",,,,,,,,,,,,,,,,,,
"Siap","https://www.instagram.com/p/DCG08UuTOzJ/",,,,,,,,,,,,,,,,,,
"Ya emng agak g adil sih buat yg udh KPR rumah sndiri. Jdi brkurg dong pnghasilannya, pdhal hrus bayar kpr tiap bulan jg 😢","https://www.instagram.com/p/C7oU6revNmh/",,,,,,,,,,,,,,,,,,
"Agak ragu min","https://www.instagram.com/p/C7oU6revNmh/",,,,,,,,,,,,,,,,,,
"❤️❤️","https://www.instagram.com/p/C9CZTuNSrjf/",,,,,,,,,,,,,,,,,,
"❤️😍😍😍","https://www.instagram.com/p/DClzy54TeQu/",,,,,,,,,,,,,,,,,,
"😍😍","https://www.instagram.com/p/DClzy54TeQu/",,,,,,,,,,,,,,,,,,
"😍😍","https://www.instagram.com/p/DClzy54TeQu/",,,,,,,,,,,,,,,,,,
"Wahh mantap, sukses acaranya min 😍😍","https://www.instagram.com/p/DClzy54TeQu/",,,,,,,,,,,,,,,,,,
"Menyala memong @tasyafarasya 🔥","https://www.instagram.com/p/C7898a4yvtT/",,,,,,,,,,,,,,,,,,
"Kak beyi @abellyc ❤️","https://www.instagram.com/p/C7898a4yvtT/",,,,,,,,,,,,,,,,,,
"@jharnabhagwani idolakuuuu😍","https://www.instagram.com/p/C7898a4yvtT/",,,,,,,,,,,,,,,,,,
"@abellyc idola 🔥🔥","https://www.instagram.com/p/C7898a4yvtT/",,,,,,,,,,,,,,,,,,
"menyalaaaa cpw kuu @clarissaputri_ 🔥❤️","https://www.instagram.com/p/C7898a4yvtT/",,,,,,,,,,,,,,,,,,
"@clarissaputri_ my luvvv❤️","https://www.instagram.com/p/C7898a4yvtT/",,,,,,,,,,,,,,,,,,
